用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U6646,颜诚坚,P85945,智能手表,电子产品,3132.08,2024-09-10 11:59:28,3,9396.24,西安,女,45
U4592,刁子友,P17158,卫衣,服装,814.53,2024-03-20 01:13:53,2,1629.06,上海,男,20
U7469,路全,P87713,哑铃,运动,972.13,2024-02-25 07:21:23,1,972.13,上海,女,24
U3127,蔡承,P19824,时尚杂志,书籍,95.34,2024-05-25 08:58:17,2,190.68,北京,女,43
U4023,汤昌乐,P17764,山地车,运动,174.47,2024-02-02 11:37:10,2,348.94,武汉,男,31
U5202,魏轮山,P25529,洗发水,美妆,486.45,2024-08-26 18:32:06,1,486.45,南京,女,61
U2674,樊承琛,P20065,运动鞋,服装,574.43,2024-10-10 01:27:28,2,1148.86,天津,女,31
U1966,施龙兴,P79449,平板电脑,电子产品,1874.42,2024-05-26 22:41:11,2,3748.84,武汉,女,27
U5731,郁星,P71224,时尚杂志,书籍,477.89,2024-08-30 12:06:05,1,477.89,深圳,男,65
U3703,龚俊群,P80633,四件套,家居,4997.18,2024-07-26 05:21:59,2,9994.36,南京,女,62
U8013,裘康克,P98505,历史书籍,书籍,76.35,2024-10-21 08:41:43,4,305.4,杭州,女,23
U7412,杨亨翰,P67276,科幻小说,书籍,548.85,2024-04-06 14:53:47,3,1646.55,武汉,男,25
U6338,左波峰,P52538,显示器,电子产品,5360.53,2024-04-14 10:35:04,4,21442.12,重庆,男,18
U8552,姜政炎,P81985,拼图,玩具,479.73,2024-10-04 13:07:24,3,1439.19,北京,男,41
U7079,茅生盛,P45187,办公椅,家居,1929.93,2024-12-26 02:40:20,2,3859.86,成都,男,20
U9977,于斌安,P67812,充电宝,电子产品,8036.74,2024-12-08 04:50:39,3,24110.22,南京,男,19
U4355,殷保杰,P18084,收纳盒,家居,1154.05,2024-08-07 19:13:50,3,3462.15,西安,男,25
U1349,郁豪福,P46035,遥控车,玩具,376.35,2024-04-17 07:53:32,5,1881.75,天津,女,51
U4431,郝勇,P32078,篮球,运动,352.68,2024-01-20 07:21:26,3,1058.04,广州,男,20
U3668,诸家,P96150,运动鞋,服装,213.91,2024-08-19 21:26:43,4,855.64,杭州,女,61
U8022,常翔固,P63183,拼图,玩具,700.89,2024-06-24 16:14:00,4,2803.56,武汉,男,48
U1558,臧军,P21328,智能手表,电子产品,1650.51,2024-04-27 10:55:48,1,1650.51,重庆,男,51
U9617,危行,P21094,跳绳,运动,757.65,2024-10-25 13:22:20,2,1515.3,天津,男,23
U4049,盛振,P56576,面霜,美妆,958.94,2024-08-03 12:14:26,1,958.94,广州,女,57
U3629,席豪山,P42043,化妆刷套装,美妆,207.46,2024-07-29 23:20:01,2,414.92,杭州,男,46
U6739,邵轮鹏,P27445,羽毛球拍,运动,990.29,2024-10-07 21:07:26,3,2970.87,深圳,女,38
U8457,邓旭,P55685,笔记本电脑,电子产品,7566.2,2024-04-07 13:50:10,4,30264.8,南京,男,33
U4718,蔡武弘,P68170,四件套,家居,2725.63,2024-01-18 20:43:08,4,10902.52,重庆,男,64
U6132,赵志强,P64138,粉底液,美妆,289.37,2024-03-01 22:17:50,2,578.74,广州,女,59
U7131,钟发,P16980,拼图,玩具,949.39,2024-04-18 10:40:43,1,949.39,西安,女,20
U7402,秦岩哲,P20114,洗发水,美妆,926.46,2024-05-02 19:43:55,1,926.46,苏州,女,38
U7120,安民,P23181,收纳盒,家居,3690.46,2024-05-23 03:05:12,2,7380.92,成都,男,26
U3373,茅勇泰,P67125,漫画,书籍,656.23,2024-02-05 11:48:24,1,656.23,上海,女,40
U7598,费翔炎,P64737,餐桌,家居,2553.03,2024-05-26 11:22:06,1,2553.03,南京,女,50
U4093,虞德良,P95496,变形金刚,玩具,693.08,2024-08-28 18:40:33,1,693.08,杭州,女,42
U9220,俞文建,P78656,羽毛球拍,运动,841.63,2024-02-17 05:41:01,5,4208.15,北京,女,62
U3575,林义,P70719,夹克,服装,938.62,2024-03-08 15:07:00,3,2815.86,武汉,女,58
U5543,卜翰克,P20304,蓝牙耳机,电子产品,4913.37,2024-09-16 04:51:59,4,19653.48,成都,女,38
U2196,王翔,P32067,沙发,家居,3736.24,2024-07-01 00:48:55,2,7472.48,西安,女,28
U3292,成邦哲,P81331,遥控车,玩具,380.33,2024-07-29 12:00:14,4,1521.32,南京,男,62
U2899,龚平维,P13653,平板电脑,电子产品,8230.08,2024-01-05 21:50:30,5,41150.4,北京,男,53
U3584,窦以光,P39936,连衣裙,服装,318.67,2024-03-27 19:37:31,2,637.34,杭州,男,33
U2679,颜策梁,P37573,跳绳,运动,617.24,2024-07-03 20:25:01,1,617.24,重庆,男,43
U3633,纪刚先,P40058,防晒霜,美妆,595.8,2024-01-29 12:16:42,1,595.8,成都,女,54
U1992,虞杰,P88537,跳绳,运动,777.06,2024-06-03 02:45:54,4,3108.24,天津,女,56
U3253,计鸣仁,P91615,桌游,玩具,898.79,2024-06-05 04:40:21,3,2696.37,重庆,男,56
U8410,王武,P40015,羽绒服,服装,117.3,2024-07-28 00:23:20,4,469.2,西安,男,56
U5453,鲍钧敬,P43966,蓝牙耳机,电子产品,3620.74,2024-06-15 20:21:08,3,10862.22,上海,女,38
U2687,史文力,P63046,夹克,服装,173.99,2024-12-20 22:46:37,4,695.96,重庆,女,55
U2959,湛江,P87263,沙发,家居,3147.02,2024-03-23 06:10:13,1,3147.02,重庆,女,34
U9641,卞以,P75884,餐桌,家居,2089.5,2024-07-07 22:07:59,5,10447.5,上海,男,41
U1133,臧豪功,P54500,羽绒服,服装,63.51,2024-10-13 16:00:17,2,127.02,上海,女,45
U8865,季伟群,P41114,洗发水,美妆,544.49,2024-08-24 05:02:39,5,2722.45,武汉,男,37
U9914,贲宁,P74796,显示器,电子产品,7311.3,2024-07-18 22:23:54,5,36556.5,成都,男,21
U2229,平俊中,P42882,充电宝,电子产品,7349.1,2024-08-02 23:40:08,1,7349.1,南京,女,31
U1079,左冠士,P57255,面霜,美妆,253.77,2024-06-28 07:06:35,5,1268.85,武汉,男,35
U8363,秦德波,P12976,人物传记,书籍,27.51,2024-11-02 09:38:31,5,137.55,天津,男,45
U1213,明志学,P10892,遥控车,玩具,977.27,2024-12-01 14:26:58,4,3909.08,苏州,男,61
U1791,左斌以,P92938,口红,美妆,330.62,2024-04-18 17:17:45,3,991.86,深圳,女,56
U3051,吴健,P87177,科幻小说,书籍,754.13,2024-09-05 02:24:50,5,3770.65,深圳,女,52
U6315,雷伯坚,P68713,办公椅,家居,2316.29,2024-12-17 21:21:33,3,6948.87,南京,男,36
U1387,毛钧之,P40405,芭比娃娃,玩具,109.66,2024-06-15 10:33:54,1,109.66,苏州,男,59
U2109,钮德栋,P18966,智能手机,电子产品,7746.93,2024-03-17 14:45:17,3,23240.79,成都,男,43
U5523,周江岩,P21677,羽毛球拍,运动,513.24,2024-12-25 15:29:36,3,1539.72,杭州,女,50
U3475,史轮,P19617,台灯,家居,2133.73,2024-11-16 01:32:23,2,4267.46,重庆,女,42
U7763,奚风泽,P22344,卫衣,服装,974.17,2024-10-02 14:45:12,5,4870.85,北京,男,48
U7577,贾泽鸣,P12516,粉底液,美妆,667.32,2024-03-12 12:22:36,5,3336.6,上海,女,59
U9120,廉诚士,P68417,笔记本电脑,电子产品,1685.61,2024-07-01 20:02:48,2,3371.22,杭州,男,55
U7970,单轮奇,P27834,粉底液,美妆,559.66,2024-10-10 19:03:41,4,2238.64,深圳,女,45
U3197,毕楠,P95439,哑铃,运动,407.98,2024-11-20 06:55:03,1,407.98,成都,女,60
U4695,梅林强,P59976,抱枕,家居,610.78,2024-11-12 06:44:06,4,2443.12,重庆,女,61
U6708,郭翔天,P16489,化妆刷套装,美妆,440.22,2024-07-08 21:23:17,4,1760.88,广州,女,34
U7472,狄和,P15963,沙发,家居,1062.54,2024-04-21 03:41:40,3,3187.62,苏州,男,43
U1030,湛先仁,P36593,哑铃,运动,47.71,2024-10-31 11:08:50,3,143.13,北京,男,34
U5276,戴辰朗,P58073,漫画,书籍,420.71,2024-12-29 23:15:24,3,1262.13,苏州,男,27
U5872,昌谦,P44431,口红,美妆,643.52,2024-04-18 18:48:49,3,1930.56,南京,女,39
U5840,臧文,P36248,笔记本电脑,电子产品,5880.98,2024-11-18 15:08:59,5,29404.9,苏州,女,38
U2157,伏星元,P50349,时尚杂志,书籍,957.18,2024-04-14 12:30:21,3,2871.54,上海,女,61
U6772,贺乐,P35982,科幻小说,书籍,112.15,2024-01-04 23:38:26,5,560.75,武汉,男,46
U6878,万固元,P72000,牛仔裤,服装,330.6,2024-10-12 01:24:47,5,1653.0,成都,女,44
U1740,强河豪,P77547,时尚杂志,书籍,815.44,2024-08-08 19:16:07,3,2446.32,苏州,女,24
U7940,蒋学河,P47427,香水,美妆,158.12,2024-04-05 11:30:44,4,632.48,上海,女,44
U3148,柯世东,P36665,沙发,家居,1163.4,2024-04-05 03:00:34,1,1163.4,西安,女,44
U9437,萧国国,P71832,跑步鞋,运动,531.89,2024-04-20 06:48:21,4,2127.56,深圳,女,62
U6685,贾有盛,P22972,餐桌,家居,1260.39,2024-09-24 05:20:48,4,5041.56,上海,女,65
U8094,郁以成,P83816,餐桌,家居,1421.32,2024-05-07 02:54:47,3,4263.96,天津,女,21
U2949,凤泰乐,P82687,羽绒服,服装,98.18,2024-01-05 20:29:51,3,294.54,广州,男,28
U9414,施善,P35364,平板电脑,电子产品,8294.41,2024-05-17 16:17:23,4,33177.64,苏州,女,23
U8792,昝致康,P11631,口红,美妆,159.39,2024-11-24 02:07:56,2,318.78,上海,女,50
U5779,马祥毅,P87016,洗发水,美妆,472.22,2024-04-20 01:14:51,4,1888.88,西安,男,37
U9089,吴梁坚,P13488,粉底液,美妆,551.96,2024-09-18 01:27:54,2,1103.92,武汉,男,43
U3400,卞明建,P24927,篮球,运动,146.2,2024-01-15 22:57:52,3,438.6,南京,女,65
U9271,魏安梁,P22743,智能手机,电子产品,1845.48,2024-05-22 11:22:59,1,1845.48,苏州,女,40
U2894,杭永,P51172,收纳盒,家居,4452.2,2024-11-09 13:08:46,4,17808.8,广州,男,51
U4899,麻辉亮,P36620,收纳盒,家居,646.61,2024-05-27 03:18:27,1,646.61,南京,女,42
U1265,李承,P42951,智能手表,电子产品,2677.81,2024-08-14 16:39:52,4,10711.24,杭州,女,19
U8566,顾绍栋,P84341,T恤,服装,458.16,2024-02-22 01:40:21,1,458.16,杭州,男,24
U6294,方群盛,P64724,芭比娃娃,玩具,882.21,2024-10-20 12:30:18,2,1764.42,武汉,女,40
U2539,时岩,P94872,心理学,书籍,900.09,2024-09-02 20:02:01,3,2700.27,上海,女,51
U7099,杭东安,P18399,香水,美妆,970.02,2024-09-07 07:03:09,3,2910.06,成都,女,48
U7058,杜以,P39062,卫衣,服装,234.23,2024-03-23 04:38:27,1,234.23,苏州,女,33
U8830,胡超清,P81667,T恤,服装,734.88,2024-09-11 07:28:15,5,3674.4,苏州,男,52
U8179,周之福,P64833,跑步鞋,运动,807.02,2024-03-19 16:33:43,3,2421.06,上海,女,64
U9801,支亨仁,P33837,餐桌,家居,1163.54,2024-10-22 17:43:29,3,3490.62,天津,女,48
U2657,汤安琛,P35325,卫衣,服装,659.8,2024-07-14 20:00:08,3,1979.4,南京,男,39
U6893,柏宁敬,P10428,化妆刷套装,美妆,634.5,2024-09-23 10:51:38,1,634.5,南京,男,65
U5515,麻雄德,P79670,沙发,家居,3608.53,2024-04-15 19:33:46,2,7217.06,成都,男,55
U5811,丁强军,P10019,笔记本电脑,电子产品,1970.59,2024-12-12 05:42:27,1,1970.59,成都,男,28
U5654,颜绍,P46552,办公椅,家居,4637.12,2024-10-20 22:06:21,3,13911.36,西安,女,42
U5292,袁富致,P14707,技术教材,书籍,931.25,2024-01-27 10:57:47,4,3725.0,广州,男,19
U8974,谢安龙,P51903,卫衣,服装,192.58,2024-04-21 07:30:15,3,577.74,北京,女,39
U5389,何辉,P13225,连衣裙,服装,851.59,2024-06-26 21:55:04,5,4257.95,重庆,男,32
U7949,宋厚功,P62786,台灯,家居,3133.47,2024-08-07 18:37:54,4,12533.88,上海,女,19
U5673,麻信,P43332,科幻小说,书籍,485.36,2024-03-24 14:21:36,3,1456.08,西安,男,60
U1863,万彬,P23154,台灯,家居,4446.82,2024-01-29 20:33:18,3,13340.46,北京,男,44
U3546,苗承诚,P76420,科幻小说,书籍,941.35,2024-02-28 19:51:58,4,3765.4,成都,女,30
U8227,俞亮辰,P53170,四件套,家居,3423.12,2024-02-29 10:35:04,5,17115.6,成都,女,18
U1649,禹毅,P77491,粉底液,美妆,338.37,2024-01-26 13:07:44,1,338.37,北京,女,63
U4200,吕泽光,P58027,收纳盒,家居,1503.63,2024-01-31 23:12:40,3,4510.89,天津,男,23
U7647,石俊天,P60993,篮球,运动,57.44,2024-09-09 12:31:25,1,57.44,西安,男,29
U2306,虞顺建,P41031,智能手机,电子产品,9776.43,2024-09-17 02:00:46,3,29329.29,成都,女,19
U2096,郁世会,P63050,夹克,服装,50.12,2024-10-02 09:28:49,4,200.48,武汉,男,50
U4663,陶维世,P20891,毛绒玩具,玩具,400.23,2024-04-08 12:20:54,5,2001.15,南京,女,20
U2071,戴有致,P59219,历史书籍,书籍,592.94,2024-11-05 17:50:29,2,1185.88,苏州,女,30
U8862,陈勇先,P72262,拼图,玩具,719.29,2024-08-25 06:12:09,1,719.29,天津,男,29
U6121,卜翰元,P40435,口红,美妆,368.43,2024-09-05 08:18:09,5,1842.15,天津,男,62
U7765,史心东,P27681,时尚杂志,书籍,120.24,2024-10-02 09:43:23,2,240.48,南京,男,35
U9875,史飞宁,P78755,智能手表,电子产品,2461.67,2024-05-19 04:44:25,4,9846.68,天津,女,46
U9588,韦俊全,P27891,口红,美妆,300.91,2024-02-05 05:45:23,5,1504.55,成都,女,33
U6729,麻彪斌,P63238,心理学,书籍,843.58,2024-11-22 06:00:44,3,2530.74,杭州,女,38
U9097,万天全,P64471,心理学,书籍,137.42,2024-12-12 12:57:59,3,412.26,北京,女,28
U4543,贲善顺,P43820,心理学,书籍,871.28,2024-08-08 10:02:05,4,3485.12,北京,男,63
U4087,杨生成,P31694,时尚杂志,书籍,588.36,2024-06-30 20:26:13,1,588.36,苏州,男,27
U5946,孙善时,P28140,连衣裙,服装,57.48,2024-05-01 23:08:16,1,57.48,苏州,男,51
U8870,廉安诚,P97005,智能手机,电子产品,1679.88,2024-07-05 00:52:12,1,1679.88,上海,男,49
U7213,章峰,P26613,乐高积木,玩具,309.74,2024-05-21 07:00:15,3,929.22,深圳,男,45
U6197,缪政,P75092,卫衣,服装,804.27,2024-08-05 14:53:58,1,804.27,广州,女,54
U2514,乐兴,P19277,运动鞋,服装,994.88,2024-01-16 03:03:44,1,994.88,武汉,女,22
U3524,钱成新,P39206,运动鞋,服装,810.34,2024-09-26 02:10:22,3,2431.02,深圳,女,32
U2070,左发世,P96579,遥控车,玩具,982.13,2024-02-22 21:22:44,2,1964.26,重庆,女,19
U6002,赵成谦,P63326,乐高积木,玩具,217.23,2024-07-27 14:30:53,3,651.69,西安,女,32
U6665,米建强,P18547,运动鞋,服装,452.15,2024-04-26 20:53:28,5,2260.75,北京,男,38
U3778,施风海,P44555,技术教材,书籍,426.1,2024-07-15 16:25:34,1,426.1,重庆,男,25
U7018,卫伯行,P37369,充电宝,电子产品,5596.05,2024-01-03 00:50:04,1,5596.05,深圳,女,56
U4087,崔彪,P59395,变形金刚,玩具,881.62,2024-07-20 05:15:21,2,1763.24,北京,女,23
U9272,唐涛腾,P88528,防晒霜,美妆,141.15,2024-06-28 07:28:52,4,564.6,深圳,女,50
U6152,柏树亮,P26166,连衣裙,服装,65.06,2024-07-30 23:37:18,1,65.06,成都,女,18
U2708,霍家生,P35374,瑜伽垫,运动,803.4,2024-03-17 05:42:35,5,4017.0,西安,男,18
U8080,强旭龙,P41599,防晒霜,美妆,324.78,2024-12-30 09:04:45,2,649.56,重庆,男,19
U2468,江明,P98172,时尚杂志,书籍,428.6,2024-10-29 13:19:21,1,428.6,上海,女,19
U7596,邓健子,P79922,拼图,玩具,329.95,2024-06-03 20:00:21,3,989.85,南京,女,18
U9125,穆生彪,P82175,收纳盒,家居,462.64,2024-11-03 02:19:32,4,1850.56,西安,男,32
U1945,董厚,P91328,收纳盒,家居,2863.54,2024-05-27 22:58:30,5,14317.7,南京,男,62
U5289,沈贵杰,P59557,夹克,服装,161.06,2024-12-13 19:31:29,1,161.06,深圳,男,20
U1598,韦发树,P90492,羽绒服,服装,910.42,2024-08-28 11:11:00,2,1820.84,北京,女,50
U3263,昝政国,P42869,充电宝,电子产品,6854.56,2024-12-07 15:10:12,1,6854.56,成都,男,46
U5304,石榕诚,P61995,遥控车,玩具,188.41,2024-11-29 02:06:11,3,565.23,杭州,女,49
U2295,茅祥诚,P31426,充电宝,电子产品,7552.66,2024-03-15 00:49:08,2,15105.32,上海,女,65
U1756,毕楠榕,P14991,台灯,家居,1587.52,2024-10-25 08:39:17,4,6350.08,成都,男,18
U4332,郭行,P37502,技术教材,书籍,417.98,2024-03-22 14:32:05,5,2089.9,上海,女,30
U8764,康弘乐,P34133,牛仔裤,服装,189.29,2024-07-13 17:50:50,4,757.16,武汉,女,60
U5720,余健志,P31990,桌游,玩具,861.2,2024-01-14 09:22:08,1,861.2,西安,女,50
U1587,支学超,P23478,充电宝,电子产品,8317.7,2024-09-16 07:57:16,3,24953.1,重庆,男,52
U3526,常光,P11942,防晒霜,美妆,325.02,2024-03-22 02:25:42,5,1625.1,北京,男,58
U7098,曹琛家,P86657,充电宝,电子产品,5709.82,2024-11-03 06:08:36,2,11419.64,苏州,女,52
U2420,贝信顺,P12155,哑铃,运动,674.09,2024-11-02 15:08:14,5,3370.45,西安,男,38
U4971,窦轮发,P79405,羽毛球拍,运动,27.44,2024-05-19 18:58:52,5,137.2,深圳,女,36
U8616,喻朗胜,P30372,充电宝,电子产品,3202.88,2024-03-21 07:42:04,2,6405.76,南京,女,21
U8280,宗友厚,P14518,拼图,玩具,67.54,2024-12-08 15:22:37,4,270.16,西安,女,42
U2097,葛松国,P22334,心理学,书籍,423.58,2024-03-16 19:17:39,3,1270.74,南京,男,54
U6362,沈友福,P30189,牛仔裤,服装,463.84,2024-08-04 17:10:31,1,463.84,成都,女,56
U4467,沈斌,P50434,时尚杂志,书籍,58.44,2024-10-19 07:30:19,4,233.76,成都,男,59
U2957,严树,P54645,运动鞋,服装,409.08,2024-06-28 16:49:48,5,2045.4,天津,男,29
U3288,贺榕,P60874,乐高积木,玩具,215.3,2024-05-02 11:09:36,5,1076.5,天津,女,45
U7650,韦健永,P41613,瑜伽垫,运动,916.23,2024-01-11 07:24:42,5,4581.15,天津,女,65
U2337,阮岩利,P49529,芭比娃娃,玩具,28.14,2024-12-26 13:29:24,3,84.42,西安,男,56
U8309,戴勇,P61816,充电宝,电子产品,7954.03,2024-08-26 04:05:20,3,23862.09,南京,女,21
U6367,史以敬,P20369,哑铃,运动,264.52,2024-03-14 04:40:44,2,529.04,上海,女,56
U3467,郁祥,P18813,四件套,家居,1349.74,2024-07-30 09:17:43,3,4049.22,武汉,女,44
U2982,骆庆,P99113,平板电脑,电子产品,7772.05,2024-06-22 12:17:23,3,23316.15,成都,女,31
U4518,贝江友,P19309,科幻小说,书籍,824.35,2024-05-14 09:29:34,5,4121.75,南京,男,43
U7520,马启志,P30902,篮球,运动,818.13,2024-11-22 20:39:02,4,3272.52,天津,男,64
U5603,姜兴,P22665,漫画,书籍,696.26,2024-09-18 15:45:19,5,3481.3,武汉,女,35
U2517,韩启,P46310,显示器,电子产品,4091.7,2024-03-05 01:06:13,2,8183.4,深圳,女,54
U1768,薛顺健,P70560,毛绒玩具,玩具,950.72,2024-05-20 02:17:19,2,1901.44,武汉,女,29
U2910,闵斌安,P56471,台灯,家居,3869.8,2024-05-18 13:33:42,2,7739.6,天津,女,63
U5464,昝诚进,P50668,连衣裙,服装,762.86,2024-07-04 05:44:16,2,1525.72,天津,女,62
U4870,林宏世,P95004,办公椅,家居,4464.34,2024-08-01 17:42:38,1,4464.34,武汉,男,22
U3042,霍涛诚,P38249,遥控车,玩具,918.09,2024-05-21 16:33:32,5,4590.45,武汉,男,60
U5955,柳松盛,P45256,夹克,服装,181.21,2024-06-13 16:48:58,3,543.63,广州,女,44
U5080,朱行,P20592,夹克,服装,252.89,2024-03-31 07:49:09,2,505.78,重庆,男,25
U4739,陈若俊,P59101,变形金刚,玩具,655.54,2024-07-13 18:23:03,1,655.54,北京,男,53
U7901,冯若贵,P15037,充电宝,电子产品,6945.57,2024-10-20 12:48:28,4,27782.28,天津,男,47
U7337,柯策豪,P37631,智能手机,电子产品,2748.91,2024-11-20 15:59:30,2,5497.82,武汉,女,39
U8726,葛德,P15046,乐高积木,玩具,845.0,2024-07-18 20:16:50,5,4225.0,北京,女,34
U9076,贲发勇,P51115,四件套,家居,1976.28,2024-03-21 13:19:18,1,1976.28,武汉,男,46
U2265,倪江坚,P39828,蓝牙耳机,电子产品,2350.5,2024-08-04 01:24:49,1,2350.5,西安,女,58
U7125,柳祥绍,P74138,化妆刷套装,美妆,400.08,2024-12-06 12:32:06,1,400.08,广州,男,34
U8527,郁会风,P99327,历史书籍,书籍,925.0,2024-07-23 08:40:20,2,1850.0,武汉,男,60
U1581,萧思清,P24100,心理学,书籍,314.32,2024-10-16 04:16:04,1,314.32,杭州,男,54
U8283,左泽松,P45176,跳绳,运动,626.92,2024-05-30 00:38:00,4,2507.68,西安,男,63
U6932,褚宏康,P72125,连衣裙,服装,724.61,2024-12-24 22:59:40,5,3623.05,西安,男,28
U6706,和以震,P45135,笔记本电脑,电子产品,795.07,2024-11-17 02:39:19,1,795.07,杭州,女,22
U6582,尹松,P47040,遥控车,玩具,932.89,2024-03-22 13:50:05,3,2798.67,北京,男,49
U8715,蓝兴龙,P65130,瑜伽垫,运动,652.64,2024-06-03 17:34:38,4,2610.56,南京,男,34
U1675,卫彪河,P15624,智能手表,电子产品,9951.67,2024-05-30 20:49:55,1,9951.67,成都,男,42
U6311,康乐,P41983,口红,美妆,793.1,2024-07-01 20:11:15,1,793.1,苏州,女,50
U5273,卜刚,P53580,历史书籍,书籍,158.68,2024-11-26 07:01:26,4,634.72,武汉,男,34
U2177,昝发,P18782,篮球,运动,208.48,2024-03-24 07:55:30,5,1042.4,深圳,女,47
U3430,凤亨哲,P87891,四件套,家居,4782.91,2024-08-25 21:22:27,1,4782.91,成都,男,32
U9023,时河谦,P33094,漫画,书籍,366.64,2024-06-21 22:16:37,4,1466.56,成都,女,36
U7575,潘壮民,P36405,抱枕,家居,4907.94,2024-09-04 15:49:20,2,9815.88,广州,女,58
U5729,袁鸣,P70492,防晒霜,美妆,441.16,2024-10-05 23:45:41,2,882.32,苏州,男,29
U9509,禹光,P93604,笔记本电脑,电子产品,4915.6,2024-02-28 06:41:39,1,4915.6,西安,男,47
U9901,宣政,P36683,连衣裙,服装,846.9,2024-07-07 23:46:52,5,4234.5,重庆,男,47
U7659,王泽良,P10846,人物传记,书籍,864.85,2024-05-03 22:06:39,5,4324.25,广州,男,61
U9499,麻伦之,P27049,篮球,运动,571.33,2024-10-28 05:05:51,4,2285.32,武汉,女,25
U4347,宋浩和,P64280,面霜,美妆,554.67,2024-03-08 20:46:02,1,554.67,西安,女,20
U1490,宣祥力,P40601,篮球,运动,400.52,2024-01-20 13:46:08,5,2002.6,西安,男,28
U9372,高林宁,P13031,瑜伽垫,运动,739.69,2024-08-11 15:01:24,2,1479.38,重庆,男,48
U5882,余士,P28948,篮球,运动,299.73,2024-02-03 21:54:53,2,599.46,成都,男,57
U5720,解致中,P61006,时尚杂志,书籍,936.07,2024-03-10 10:08:03,5,4680.35,武汉,女,20
U1228,胡贵,P61697,智能手机,电子产品,3483.27,2024-02-28 02:45:42,4,13933.08,西安,女,28
U5267,经健,P78930,乐高积木,玩具,463.05,2024-11-05 14:27:07,4,1852.2,成都,男,35
U5964,禹鹏,P25181,心理学,书籍,643.68,2024-06-12 07:27:15,4,2574.72,苏州,女,27
U5161,华宏,P81879,连衣裙,服装,234.34,2024-08-05 00:59:18,4,937.36,北京,女,52
U3050,卞有若,P89881,化妆刷套装,美妆,709.45,2024-10-07 21:09:29,3,2128.35,广州,女,45
U2337,严明祥,P40373,时尚杂志,书籍,803.5,2024-11-30 01:03:57,3,2410.5,苏州,女,18
U1860,孟全,P31160,哑铃,运动,469.08,2024-07-07 17:02:35,5,2345.4,成都,男,48
U9689,邵翰,P70012,沙发,家居,1902.48,2024-11-14 03:22:16,4,7609.92,苏州,女,47
U6298,柳弘,P59100,卫衣,服装,476.04,2024-11-03 20:11:52,3,1428.12,苏州,男,64
U8246,安政家,P23215,显示器,电子产品,2767.05,2024-04-11 11:04:26,1,2767.05,天津,女,48
U3324,支晨树,P55119,跳绳,运动,879.11,2024-04-13 07:16:50,2,1758.22,成都,女,56
U8081,葛健,P39580,沙发,家居,603.36,2024-07-13 20:42:59,5,3016.8,深圳,女,45
U8603,史磊,P51361,蓝牙耳机,电子产品,4065.35,2024-10-03 18:26:36,2,8130.7,成都,女,54
U3225,酆谦,P97058,抱枕,家居,1023.26,2024-08-08 14:39:26,4,4093.04,北京,女,63
