用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U7358,陶旭哲,P78516,台灯,家居,3408.24,2024-12-08 11:36:15,4,13632.96,杭州,女,22
U5864,支航士,P27253,显示器,电子产品,6370.11,2024-10-04 10:34:02,3,19110.33,西安,男,59
U3477,窦河,P65511,山地车,运动,273.09,2024-06-19 09:28:49,1,273.09,广州,男,59
U8136,郎邦庆,P82462,运动鞋,服装,50.66,2024-05-05 16:09:43,2,101.32,深圳,男,34
U1551,华志邦,P73619,连衣裙,服装,248.58,2024-02-18 00:59:32,4,994.32,杭州,男,30
U6707,苏东,P65697,平板电脑,电子产品,4141.13,2024-04-28 10:44:43,4,16564.52,成都,男,65
U6097,蒋和,P50348,显示器,电子产品,8597.19,2024-06-11 16:23:19,1,8597.19,深圳,女,20
U9980,潘义,P34692,山地车,运动,237.0,2024-07-02 18:02:15,3,711.0,成都,女,34
U1670,贝全刚,P48757,跳绳,运动,321.85,2024-02-25 23:42:40,4,1287.4,苏州,女,32
U3671,路天福,P56574,历史书籍,书籍,248.06,2024-08-26 23:33:28,5,1240.3,杭州,男,46
U7019,倪泽振,P88417,智能手机,电子产品,2989.83,2024-12-08 17:29:57,1,2989.83,天津,女,40
U8127,朱功亨,P80358,抱枕,家居,2792.65,2024-02-22 02:27:44,4,11170.6,武汉,女,40
U2998,童成楠,P75929,乐高积木,玩具,737.67,2024-07-30 23:57:41,4,2950.68,广州,男,51
U1507,窦梁庆,P82638,运动鞋,服装,955.74,2024-06-12 02:06:00,1,955.74,北京,女,44
U2509,孙友,P28397,芭比娃娃,玩具,795.26,2024-06-29 23:05:34,5,3976.3,苏州,女,34
U8053,钮山致,P47502,遥控车,玩具,463.17,2024-11-27 23:02:47,5,2315.85,成都,男,51
U2701,和健航,P93110,瑜伽垫,运动,234.6,2024-01-04 01:44:05,1,234.6,上海,男,24
U2924,吉庆保,P87617,充电宝,电子产品,9736.41,2024-07-19 10:19:39,3,29209.23,南京,女,35
U6629,宣全诚,P46954,羽毛球拍,运动,206.9,2024-12-20 06:42:46,3,620.7,西安,男,25
U9659,湛豪,P87698,沙发,家居,239.69,2024-10-08 06:59:57,3,719.07,上海,女,47
U2837,危新新,P71769,时尚杂志,书籍,1036.52,2024-03-20 23:37:53,1,1036.52,成都,男,45
U7404,邱学冠,P72927,桌游,玩具,795.12,2024-07-13 23:02:58,1,795.12,西安,女,52
U2719,管泽,P23893,芭比娃娃,玩具,652.27,2024-11-05 13:54:25,1,652.27,苏州,男,59
U1712,周国达,P45332,变形金刚,玩具,477.99,2024-04-04 03:44:18,2,955.98,深圳,女,25
U7840,宗翰,P71627,沙发,家居,4115.55,2024-03-05 05:08:31,5,20577.75,广州,女,46
U1907,平江,P30450,四件套,家居,2859.05,2024-08-10 17:58:28,3,8577.15,西安,女,37
U6027,陶健平,P95516,瑜伽垫,运动,176.98,2024-12-04 23:51:45,3,530.94,成都,男,61
U7362,诸毅彪,P63749,餐桌,家居,2141.66,2024-05-12 03:10:35,5,10708.3,上海,男,20
U4848,唐雄裕,P25558,毛绒玩具,玩具,523.95,2024-01-05 19:33:47,4,2095.8,西安,男,22
U3859,路亨波,P77770,瑜伽垫,运动,349.11,2024-05-14 16:36:42,2,698.22,武汉,男,32
U7681,刁健,P23800,洗发水,美妆,391.61,2024-02-19 07:58:51,1,391.61,西安,女,24
U2547,殷世鹏,P10712,毛绒玩具,玩具,539.18,2024-01-12 23:48:17,2,1078.36,西安,女,56
U3740,邵兴,P48646,篮球,运动,75.72,2024-07-25 11:09:13,1,75.72,南京,男,41
U6558,喻震海,P78856,人物传记,书籍,348.06,2024-04-29 15:11:01,5,1740.3,天津,男,38
U6164,缪之炎,P77473,粉底液,美妆,276.87,2024-02-14 12:52:49,3,830.61,成都,女,60
U7083,丁行鹏,P29149,显示器,电子产品,2280.86,2024-06-08 15:03:48,4,9123.44,深圳,女,63
U8854,邹维泽,P24996,T恤,服装,922.38,2024-08-09 09:21:53,1,922.38,南京,男,41
U4312,雷伦天,P49495,毛绒玩具,玩具,874.51,2024-02-05 00:33:29,3,2623.53,杭州,女,52
U2092,谈贵伦,P99565,毛绒玩具,玩具,822.7,2024-08-04 20:40:50,5,4113.5,上海,男,47
U5533,姜义,P43309,人物传记,书籍,489.56,2024-12-25 13:24:26,3,1468.68,杭州,男,64
U9937,凤鹏,P61965,连衣裙,服装,238.38,2024-02-16 19:23:54,1,238.38,成都,男,22
U2356,马树武,P35971,充电宝,电子产品,5475.94,2024-08-22 06:52:32,2,10951.88,杭州,女,41
U2946,宣伦邦,P95891,智能手机,电子产品,1512.91,2024-03-16 18:11:20,3,4538.73,南京,女,20
U1960,殷峰军,P66675,牛仔裤,服装,664.25,2024-07-27 08:44:27,3,1992.75,南京,女,48
U8202,臧义子,P20694,拼图,玩具,371.18,2024-04-22 08:49:38,4,1484.72,成都,男,63
U1860,葛平,P78754,蓝牙耳机,电子产品,9572.07,2024-04-13 14:03:21,4,38288.28,天津,男,42
U9189,项顺,P72783,乐高积木,玩具,493.38,2024-12-23 17:16:22,1,493.38,深圳,女,46
U8968,干亮炎,P44664,餐桌,家居,413.88,2024-10-06 18:38:40,1,413.88,广州,男,41
U7475,窦福,P87436,哑铃,运动,21.44,2024-07-11 00:13:21,2,42.88,杭州,女,37
U7860,邓达奇,P25143,心理学,书籍,626.23,2024-04-18 21:34:31,4,2504.92,杭州,男,64
U4549,鲁群邦,P48290,跑步鞋,运动,85.74,2024-06-22 15:48:53,2,171.48,广州,男,60
U9332,计江博,P97110,餐桌,家居,730.47,2024-06-28 02:38:37,3,2191.41,广州,男,44
U6645,葛辰贵,P66321,T恤,服装,365.66,2024-07-29 18:23:45,5,1828.3,苏州,男,64
U2932,秦和思,P89913,沙发,家居,2449.26,2024-02-16 15:06:39,5,12246.3,重庆,女,64
U2177,管邦绍,P18806,沙发,家居,630.35,2024-06-27 09:34:01,4,2521.4,杭州,女,35
U1790,常弘岩,P99363,科幻小说,书籍,788.8,2024-12-10 14:24:17,1,788.8,上海,女,33
U8164,石雄,P16687,化妆刷套装,美妆,343.86,2024-07-30 15:19:10,2,687.72,广州,女,36
U6238,毛言,P14859,沙发,家居,1130.77,2024-10-24 01:19:30,4,4523.08,上海,男,32
U5958,金达梁,P25804,羽毛球拍,运动,267.74,2024-06-24 02:41:21,5,1338.7,广州,男,34
U7702,常元学,P74819,T恤,服装,696.18,2024-11-10 03:50:47,4,2784.72,广州,男,60
U6390,陈俊,P99614,连衣裙,服装,202.43,2024-08-13 00:00:38,2,404.86,西安,男,55
U7150,崔炎亮,P63652,瑜伽垫,运动,375.95,2024-11-19 05:52:34,5,1879.75,上海,女,38
U8168,季群天,P66720,桌游,玩具,668.15,2024-04-30 17:20:34,5,3340.75,上海,女,23
U1552,刁世子,P91886,T恤,服装,425.86,2024-03-11 04:06:23,3,1277.58,北京,女,35
U5079,云波士,P90810,香水,美妆,410.94,2024-06-18 06:27:58,4,1643.76,武汉,女,28
U8465,干俊良,P47280,毛绒玩具,玩具,835.37,2024-02-19 15:05:40,5,4176.85,西安,男,50
U4070,邱仁峰,P78163,显示器,电子产品,4310.05,2024-04-29 01:35:39,4,17240.2,成都,男,44
U7905,单磊安,P94617,心理学,书籍,288.08,2024-06-24 09:10:53,2,576.16,成都,女,38
U4552,颜先保,P59571,心理学,书籍,777.9,2024-07-25 07:07:12,1,777.9,南京,女,42
U3665,余邦弘,P68933,智能手机,电子产品,7972.01,2024-02-04 07:30:04,5,39860.05,天津,女,34
U4934,舒有梁,P30240,时尚杂志,书籍,887.95,2024-12-14 08:53:33,1,887.95,深圳,女,19
U4224,韩龙,P84104,显示器,电子产品,7453.39,2024-07-05 16:59:35,2,14906.78,北京,女,65
U9629,路浩,P28530,瑜伽垫,运动,963.99,2024-07-19 02:18:13,4,3855.96,西安,男,49
U9480,郭善,P95371,智能手表,电子产品,4712.11,2024-08-19 02:26:39,5,23560.55,天津,女,54
U7501,路学广,P45386,化妆刷套装,美妆,631.47,2024-01-17 02:34:29,1,631.47,苏州,女,50
U6322,昌邦中,P24396,防晒霜,美妆,282.9,2024-05-17 04:19:29,5,1414.5,北京,女,37
U3955,诸绍广,P61934,蓝牙耳机,电子产品,7535.86,2024-06-11 04:11:46,3,22607.58,深圳,男,65
U3992,洪宏发,P78068,桌游,玩具,541.59,2024-03-04 08:39:25,4,2166.36,广州,女,27
U9828,尹鹏雄,P54189,变形金刚,玩具,972.87,2024-11-06 05:47:09,1,972.87,重庆,女,56
U6992,钱心涛,P72196,笔记本电脑,电子产品,4882.85,2024-07-11 12:22:55,3,14648.55,广州,男,25
U2028,许全先,P40702,化妆刷套装,美妆,965.06,2024-03-23 23:40:03,2,1930.12,上海,女,51
U6023,时涛力,P90862,卫衣,服装,546.01,2024-06-24 22:33:57,2,1092.02,上海,男,25
U7911,雷岩彪,P79579,科幻小说,书籍,222.85,2024-07-22 09:02:55,5,1114.25,西安,男,54
U2620,倪敬亮,P55947,桌游,玩具,607.99,2024-07-24 22:02:34,3,1823.97,杭州,男,29
U5187,宋生广,P45454,笔记本电脑,电子产品,3371.9,2024-11-11 23:47:13,5,16859.5,上海,男,40
U7125,史贵,P77831,芭比娃娃,玩具,881.87,2024-07-13 04:10:51,5,4409.35,上海,男,36
U8058,禹坚壮,P33539,洗发水,美妆,713.33,2024-11-03 15:35:43,4,2853.32,重庆,男,38
U4795,褚和斌,P84968,沙发,家居,3664.05,2024-05-08 07:26:12,4,14656.2,广州,女,41
U3455,董裕龙,P45390,时尚杂志,书籍,1046.3,2024-06-14 04:34:07,3,3138.9,南京,男,51
U7059,尹波先,P79305,篮球,运动,997.9,2024-11-20 11:12:45,3,2993.7,杭州,女,63
U2071,凌彪楠,P30287,时尚杂志,书籍,523.12,2024-04-27 23:59:47,3,1569.36,南京,女,21
U5189,傅之东,P33564,毛绒玩具,玩具,714.47,2024-03-20 19:51:25,1,714.47,天津,男,40
U3805,韦永,P98730,洗发水,美妆,703.37,2024-10-15 10:09:13,3,2110.11,成都,女,49
U1136,傅新岩,P27873,面霜,美妆,291.02,2024-09-10 03:13:52,1,291.02,杭州,女,40
U2318,诸明,P88539,卫衣,服装,303.12,2024-10-24 21:01:54,4,1212.48,深圳,男,60
U4814,柳天钧,P66324,收纳盒,家居,5061.03,2024-06-21 01:35:14,2,10122.06,南京,女,28
U3350,倪德榕,P80416,人物传记,书籍,703.05,2024-06-22 01:07:51,3,2109.15,北京,女,34
U8747,汪之家,P93829,牛仔裤,服装,534.36,2024-06-22 04:39:33,4,2137.44,杭州,男,49
U5350,平炎平,P10181,羽毛球拍,运动,375.33,2024-05-04 18:54:53,2,750.66,上海,女,48
U6710,窦栋祥,P80471,化妆刷套装,美妆,830.88,2024-03-27 22:15:01,2,1661.76,西安,男,48
U2597,庞晨信,P87755,羽毛球拍,运动,936.05,2024-12-01 16:32:09,2,1872.1,武汉,男,62
U2394,干以鸣,P90028,香水,美妆,93.37,2024-05-09 13:39:31,3,280.11,苏州,女,30
U3377,陈承,P87186,哑铃,运动,262.78,2024-04-30 13:08:17,3,788.34,深圳,女,60
U4058,田学善,P13862,化妆刷套装,美妆,312.05,2024-06-25 15:27:21,4,1248.2,成都,女,45
U2049,苏进宏,P95660,平板电脑,电子产品,4364.27,2024-04-11 03:23:57,5,21821.35,苏州,男,55
U2962,葛全,P59884,运动鞋,服装,361.94,2024-12-19 22:09:41,4,1447.76,成都,女,43
U8155,倪义固,P50406,充电宝,电子产品,6005.03,2024-02-27 15:02:08,1,6005.03,苏州,男,52
U3437,皮敬保,P43379,漫画,书籍,143.78,2024-12-04 12:49:40,2,287.56,南京,男,60
U1653,臧之,P14039,山地车,运动,869.77,2024-10-05 17:51:21,1,869.77,天津,男,62
U7741,苗信伟,P70946,历史书籍,书籍,110.15,2024-10-26 06:38:05,4,440.6,西安,女,54
U7584,岑善辉,P93636,历史书籍,书籍,1035.49,2024-06-30 11:26:03,5,5177.45,西安,男,31
U7104,吴安固,P20497,餐桌,家居,2830.52,2024-09-07 07:21:28,5,14152.6,天津,男,62
U1730,严良琛,P48792,变形金刚,玩具,909.24,2024-10-23 23:29:48,3,2727.72,苏州,女,23
U8682,祝敬士,P38245,充电宝,电子产品,10197.69,2024-08-23 02:45:41,1,10197.69,成都,女,34
U3774,张康国,P77304,抱枕,家居,5200.97,2024-03-03 05:54:43,3,15602.91,成都,男,41
U8112,卜永博,P62984,时尚杂志,书籍,682.55,2024-05-29 05:31:27,1,682.55,成都,男,60
U2181,常栋,P41191,显示器,电子产品,2324.61,2024-06-27 05:49:08,2,4649.22,北京,女,18
U9834,孙雄义,P74315,笔记本电脑,电子产品,4247.08,2024-09-05 04:05:29,5,21235.4,杭州,男,37
U1309,喻敬峰,P65018,拼图,玩具,281.48,2024-05-29 13:54:39,5,1407.4,南京,男,57
U5598,姚诚松,P91521,历史书籍,书籍,731.66,2024-02-08 23:59:36,1,731.66,南京,男,44
U2426,倪奇福,P51873,乐高积木,玩具,818.57,2024-11-21 08:10:14,3,2455.71,重庆,女,41
U1235,禹朗达,P37498,抱枕,家居,4293.6,2024-08-11 14:17:41,4,17174.4,上海,女,36
U5034,祁福裕,P82494,T恤,服装,340.66,2024-08-14 08:37:44,2,681.32,成都,女,53
U6470,鲁文,P17578,智能手表,电子产品,5606.37,2024-10-10 16:51:08,2,11212.74,苏州,男,26
U6347,臧安固,P22938,口红,美妆,489.68,2024-05-20 20:34:05,2,979.36,成都,女,37
U2100,鲍广辰,P96536,沙发,家居,535.39,2024-05-22 03:54:48,5,2676.95,苏州,女,18
U4267,邱克朗,P51355,牛仔裤,服装,529.29,2024-03-31 02:16:58,2,1058.58,武汉,女,36
U8103,毛裕海,P73100,香水,美妆,504.8,2024-06-12 17:49:24,4,2019.2,北京,男,63
U1765,蒋琛时,P73730,餐桌,家居,2406.28,2024-10-02 18:50:38,3,7218.84,苏州,男,27
U9548,穆浩哲,P20848,运动鞋,服装,650.71,2024-02-02 03:06:17,5,3253.55,天津,男,45
U3270,宗裕康,P59597,显示器,电子产品,1385.4,2024-05-10 07:04:17,1,1385.4,深圳,男,54
U6237,贾良平,P54774,心理学,书籍,472.45,2024-09-24 04:37:07,2,944.9,深圳,女,56
U1040,袁元,P83185,时尚杂志,书籍,722.56,2024-06-04 15:57:57,4,2890.24,重庆,男,41
U5417,元群功,P89752,变形金刚,玩具,876.57,2024-03-20 03:33:26,1,876.57,上海,女,19
U2254,刁茂,P35523,桌游,玩具,920.46,2024-02-02 20:18:46,5,4602.3,成都,男,59
U7748,盛永博,P90792,运动鞋,服装,595.52,2024-08-29 18:03:11,2,1191.04,重庆,女,27
U4604,于超国,P75762,充电宝,电子产品,2187.85,2024-08-17 18:22:03,5,10939.25,深圳,女,24
U7784,包海,P10881,芭比娃娃,玩具,902.36,2024-02-18 01:00:35,5,4511.8,成都,女,59
U2451,阮邦,P60031,跑步鞋,运动,553.83,2024-05-15 00:51:21,3,1661.49,杭州,女,24
U4676,童先琛,P27122,夹克,服装,548.94,2024-05-14 15:11:53,4,2195.76,武汉,女,54
U1555,秦子伯,P85061,瑜伽垫,运动,213.98,2024-08-21 20:04:53,3,641.94,杭州,女,57
U9383,常朗,P63966,羽绒服,服装,328.38,2024-08-18 10:21:51,1,328.38,深圳,男,37
U4948,盛裕,P79001,科幻小说,书籍,397.87,2024-06-23 16:30:48,4,1591.48,天津,女,30
U7493,葛发,P24059,面霜,美妆,968.25,2024-03-12 15:49:32,2,1936.5,南京,男,56
U3966,龚福,P87773,羽绒服,服装,600.65,2024-06-26 09:35:04,5,3003.25,南京,男,24
U6000,施林之,P94201,运动鞋,服装,956.4,2024-12-08 23:03:26,3,2869.2,天津,男,57
U7407,麻朋鹏,P23475,乐高积木,玩具,146.44,2024-03-23 03:14:38,3,439.32,武汉,女,19
U2326,吉安思,P60304,人物传记,书籍,985.18,2024-10-30 17:51:52,3,2955.54,深圳,男,60
U8946,章豪良,P43338,充电宝,电子产品,5569.76,2024-02-01 19:26:31,3,16709.28,深圳,女,38
U7797,罗广豪,P94960,瑜伽垫,运动,604.98,2024-10-06 14:39:16,1,604.98,广州,男,47
U7474,毕生,P24088,夹克,服装,543.0,2024-04-04 04:13:44,1,543.0,苏州,女,38
U3575,任厚泰,P37718,遥控车,玩具,353.25,2024-08-09 02:11:50,3,1059.75,苏州,男,48
U9679,卢朗钧,P15685,笔记本电脑,电子产品,1250.79,2024-06-21 14:11:32,1,1250.79,南京,女,65
U2126,韩鸣功,P31618,羽毛球拍,运动,856.96,2024-07-23 13:14:56,2,1713.92,武汉,女,30
U6381,倪庆,P90663,桌游,玩具,250.09,2024-06-23 19:23:40,3,750.27,上海,女,54
U6450,陶利,P30091,人物传记,书籍,869.02,2024-09-13 01:05:55,3,2607.06,上海,女,52
U6710,郑善士,P61836,乐高积木,玩具,439.91,2024-04-20 16:38:27,4,1759.64,南京,女,61
U9022,杨鸣琛,P21226,办公椅,家居,5223.34,2024-07-19 22:42:55,4,20893.36,杭州,男,51
U5124,左成先,P65444,连衣裙,服装,820.58,2024-10-16 11:27:36,3,2461.74,武汉,男,39
U9313,章志,P96530,毛绒玩具,玩具,286.49,2024-12-26 18:44:53,4,1145.96,武汉,女,54
U8493,江浩,P47355,羽毛球拍,运动,77.47,2024-12-13 08:36:50,3,232.41,北京,男,64
U2583,宗辉晨,P79060,毛绒玩具,玩具,412.83,2024-03-01 16:50:52,3,1238.49,苏州,女,30
U1651,任强康,P98759,洗发水,美妆,604.56,2024-03-22 06:32:54,3,1813.68,杭州,女,63
U9046,姚坚航,P29411,沙发,家居,217.95,2024-12-30 12:56:49,5,1089.75,天津,女,46
U4098,钟峰,P82166,桌游,玩具,799.05,2024-06-16 10:46:59,4,3196.2,西安,男,47
